#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
c_unnamed_province_94;Unnamed Province 94;Unnamed Province 94;Unnamed Province 94;;Unnamed Province 94;;;;;;;;;x
c_unnamed_province_94_adj;Unnamed Province 94ian;;Unnamed Province 94er;;;;;;;;;;;x
c_unnamed_province_95;Unnamed Province 95;Unnamed Province 95;Unnamed Province 95;;Unnamed Province 95;;;;;;;;;x
c_unnamed_province_95_adj;Unnamed Province 95ian;;Unnamed Province 95er;;;;;;;;;;;x
c_unnamed_province_96;Unnamed Province 96;Unnamed Province 96;Unnamed Province 96;;Unnamed Province 96;;;;;;;;;x
c_unnamed_province_96_adj;Unnamed Province 96ian;;Unnamed Province 96er;;;;;;;;;;;x
c_unnamed_province_97;Unnamed Province 97;Unnamed Province 97;Unnamed Province 97;;Unnamed Province 97;;;;;;;;;x
c_unnamed_province_97_adj;Unnamed Province 97ian;;Unnamed Province 97er;;;;;;;;;;;x
c_unnamed_province_98;Unnamed Province 98;Unnamed Province 98;Unnamed Province 98;;Unnamed Province 98;;;;;;;;;x
c_unnamed_province_98_adj;Unnamed Province 98ian;;Unnamed Province 98er;;;;;;;;;;;x
c_unnamed_province_99;Unnamed Province 99;Unnamed Province 99;Unnamed Province 99;;Unnamed Province 99;;;;;;;;;x
c_unnamed_province_99_adj;Unnamed Province 99ian;;Unnamed Province 99er;;;;;;;;;;;x
c_varick_street;Varick Street;Varick Street;Varick Street;;Varick Street;;;;;;;;;x
c_varick_street_adj;Varick Streetian;;Varick Streeter;;;;;;;;;;;x
c_vesey_street;Vesey Street;Vesey Street;Vesey Street;;Vesey Street;;;;;;;;;x
c_vesey_street_adj;Vesey Streetian;;Vesey Streeter;;;;;;;;;;;x
c_wall_street;Wall Street;Wall Street;Wall Street;;Wall Street;;;;;;;;;x
c_wall_street_adj;Wall Streetian;;Wall Streeter;;;;;;;;;;;x
c_warren_street;Warren Street;Warren Street;Warren Street;;Warren Street;;;;;;;;;x
c_warren_street_adj;Warren Streetian;;Warren Streeter;;;;;;;;;;;x
c_washington_square_park;Washington Square Park;Washington Square Park;Washington Square Park;;Washington Square Park;;;;;;;;;x
c_washington_square_park_adj;Washington Square Parkian;;Washington Square Parker;;;;;;;;;;;x
c_washington_square_village_apt;Washington Square Village Apt;Washington Square Village Apt;Washington Square Village Apt;;Washington Square Village Apt;;;;;;;;;x
c_washington_square_village_apt_adj;Washington Square Village Aptian;;Washington Square Village Apter;;;;;;;;;;;x
c_washington_street;Washington Street;Washington Street;Washington Street;;Washington Street;;;;;;;;;x
c_washington_street_adj;Washington Streetian;;Washington Streeter;;;;;;;;;;;x
c_west_east_village;West East Village;West East Village;West East Village;;West East Village;;;;;;;;;x
c_west_east_village_adj;West East Villagean;;West East Villager;;;;;;;;;;;x
c_west_fulton_street;West Fulton Street;West Fulton Street;West Fulton Street;;West Fulton Street;;;;;;;;;x
c_west_fulton_street_adj;West Fulton Streetian;;West Fulton Streeter;;;;;;;;;;;x
c_whitney_museum_of_american_art;Whitney Museum of American Art;Whitney Museum of American Art;Whitney Museum of American Art;;Whitney Museum of American Art;;;;;;;;;x
c_whitney_museum_of_american_art_adj;Whitney Museum of American Artian;;Whitney Museum of American Arter;;;;;;;;;;;x
c_worth_street;Worth Street;Worth Street;Worth Street;;Worth Street;;;;;;;;;x
c_worth_street_adj;Worth Streetian;;Worth Streeter;;;;;;;;;;;x
